record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
247,Gurses 2024,Interactive microsurgical anatomy education using photogrammetry 3D models and an augmented reality cube,J Neurosurg,2024,2021-2026,assess the use of an augmented reality (AR) tool for neurosurgical anatomical education. Use 360 photogrammetry photo to reconstruct 3D object,False,,education,neurosurgery,,virtual,body_handheld,3d,rgb,,other_process,photogrammetry 3D models,,off_situ,,False,,Neurosurgery,Handheld Device,3D,Other Process,,Education,Virtual,RGB Camera,Off-situ,,
4382,H 2024,Design and Clinical Evaluation of ARAS: An Augmented Reality Assistance System for Open Pancreatic Surgery,ISMAR,2024,2021-2026,"Design/refine and clinically evaluate ARAS for live open pancreatic surgery, providing in-situ visualization of patient-specific vasculature and tumor to support decision-making under time pressure",True,Evaluation: Clinical trials (N=7) + post-surgery surgeon interviews; surgeons reported ARAS was useful for decision-making and certified visualization accuracy during critical phases.,intraoperative,abdominal,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
3137,Hong 2024,A Self-Developed Mobility Augmented Reality System Versus Conventional X-rays for Spine Positioning in Intraspinal Tumor Surgery: A Case-Control Study.,Neurospine,2024,2021-2026,"Test the self-developed MARNS, based on augmented reality technology for lesion visualization and perpendicular projection",True,Mixed reality offers a radiation-free complement to conven tional x-rays showed reduced time for positioning and reduced length of OR time.,intraoperative,neurosurgery,,patient,body_handheld,3d,ct,,surface_modeling,Surface Modeling,,in_situ,markerless,True,size|color,Neurosurgery,Handheld Device,3D,Surface Modeling,Markerless,Intraoperative,Patient,CT,In-situ,"Size, Color",
2856,Hu 2024,Direct visualization of intraparotid facial nerve assisting in parotid tumor resection.,J Craniomaxillofac Surg,2024,2021-2026,explore the application effect of direct visualization of the IFN(facial nerve) in parotid tumor resection,True,better registration needed for deformable tissue. showed promise in directly diagnosing the spatial relationship between the IFN and parotid tumor,intraoperative,oral_maxillofacial,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,Patient,CT,In-situ,,
3123,Janssen 2024,Augmented Reality-Guided External Ventricular Drain Placement: A Case Report.,cureus,2024,2021-2026,,True,"This report described an early use of AR for EVD placement and represents a substantial advancement in neurosurgical practice, offering enhanced precision, efficiency, and safety.",intraoperative,neurosurgery,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
972,Javaheri 2024,ARAS: LLM-Supported Augmented Reality Assistance System for Pancreatic Surgery,ACM Int. Jt. Conf. Pervasive Ubiquitous Comput.,2024,2021-2026,"Introduce ARAS, an operational AR assistance system for open pancreatic surgery. Through a user-centric design methodology, ARAS was iteratively developed and refined, ensuring its practical applicability and effectiveness in real-world surgical settings during clinical trials.",False,,intraoperative,abdominal,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
3119,Ji 2024,Real-time ultrasound AR 3D visualization toward better topological structure perception for hepatobiliary surgery.,International Journal of Computer Assisted Radiology and Surgery,2024,2021-2026,"The reliance on manual mental reconstruction of 3D topologies from 2D ultrasound images presents significant challenges, leading to a pressing need for tools like AR to assist surgeons with real-time identification of 3D topological anatomy.",False,,intraoperative,abdominal,,phantom,hmd_ost,3d,us,,volume_rendering,,tool_location,in_situ,marker_optical,False,,Abdominal,HMD (Optical See-Through),3D,Volume Rendering,Optical Marker,Intraoperative,Phantom,Ultrasound,In-situ,,Tool Location
699,Kambakamba 2024,"Applying augmented reality in teaching of surgical residents-telementoring, a ""stress-free"" way to surgical autonomy?",Langenbeck's Archives of Surgery,2024,2021-2026,The aim of this pilot study is to analyze the feasibility of AR application in surgical training and to assess its impact on intraoperative stress. (investigate whether telementoring has the potential to reduce intraoperative stress for the resident.),False,"AR can be applied in surgical training and may help to reduce stress in theatre. In the future, AR has a huge potential to become a stepping stone to surgical autonomy.",training,abdominal,,patient,hmd_vst,2d,rgb,,no_post_processing,,,inter_situ,,False,,Abdominal,HMD (Video See-Through),2D,No Post-processing,,Training,Patient,RGB Camera,Inter-situ,,
4670,Karnatz 2024,Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board: Application Creation and Implementation Study,cancers,2024,2021-2026,like an electronic medical record book based on mixed reality to support clinical decision-making,False,,planning,oncologic,,patient,hmd_ost,mixed,multimodal,,other_process,Mixed,patient_information_panel,off_situ,,False,,Oncologic,HMD (Optical See-Through),Mixed,Other Process,,Planning,Patient,Multimodal,Off-situ,,Patient Information Panel
604,Kihara 2024,Evaluating the feasibility of using augmented reality for tooth preparation.,Journal of Dentistry,2024,2021-2026,This study aimed to develop and evaluate a system using augmented reality (AR) head-mounted displays (HMDs) that provide dynamic navigation capabilities for tooth preparation.,False,,intraoperative,oral_maxillofacial,,phantom,hmd_ost,2d_3d,,Synthetic data,surface_modeling,,tool_location,in_situ,marker_optical,True,size|color,Oral & Maxillofacial,HMD (Optical See-Through),2D + 3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,,In-situ,"Size, Color",Tool Location
246,Kolpan 2024,"Utilizing augmented reality for reconstruction of fractured, fragmented and damaged craniofacial remains in forensic anthropology",Forensic Sci Int,2024,2021-2026,"make three dimensional holographic meshes of skeletal fragments that can be manipulated, tagged, and examined by the user",False,,education,orthopedic,,virtual,hmd_ost,3d,ct,,other_process,NeRF generated mesh,information_panel,off_situ,,False,,Orthopedic,HMD (Optical See-Through),3D,Other Process,,Education,Virtual,CT,Off-situ,,Information Panel
2998,Lippert 2024,Cardiac anatomic digital twins: findings from a single national centre.,Cardiovascular image processing,2024,2021-2026,We aimed to assess the impact of mixed reality visualization of the intracardiac anatomy on surgical decision- making in patients with complex heart defects,True,"In conclusion, mixed reality anatomic digital twins added information to standard visualization methods and significantly in­fluenced surgical planning, with evidence that these strategies can be implemented safely without additional risk",planning,cardiothoracic,,patient,hmd_vst,3d,ct|mri,,volume_rendering,,,off_situ,,False,,Cardiothoracic,HMD (Video See-Through),3D,Volume Rendering,,Planning,Patient,"CT, MRI",Off-situ,,
711,Liu 2024,Exploration of the application of augmented reality technology for teaching spinal tumor's anatomy and surgical techniques.,Frontiers in Medicine,2024,2021-2026,This study explores the application effect of augmented reality technology in anatomy teaching and surgical clinical teaching for spinal tumor.,,,education,neurosurgery,,phantom,hmd_vst,3d,ct,,volume_rendering,,,off_situ,,False,,Neurosurgery,HMD (Video See-Through),3D,Volume Rendering,,Education,Phantom,CT,Off-situ,,
94,M 2024,High-Resolution Stereoscopic Visualization of Pediatric Echocardiography Data on Microsoft HoloLens 2,IEEE Access,2024,2021-2026,"This study proposes custom software developed using the Unity3D platform to render high-resolution 3D echocardiography (3DE) on the Microsoft HoloLens 2, providing an immersive AR experience for medical professionals. This research focuses on three-dimensional echocardiography in children and uses a phantom heart model to mimic a pulsating heart",True,,planning,cardiothoracic,,phantom,hmd_ost,3d,us,,volume_rendering,,,in_situ,marker_other,False,,Cardiothoracic,HMD (Optical See-Through),3D,Volume Rendering,Other Marker,Planning,Phantom,Ultrasound,In-situ,,
3110,Maddali 2024,Monte Carlo-based rendering of 3D echocardiography for mixed reality-guided atrial septal puncture positioning.,Computer Assisted Surgery,2024,2021-2026,A novel MR-based guidance system using a modified Monte Carlo-based rendering approach for 3D echocardiographic visualization was introduced and evaluated against standard clinical 3D echocardiographic display on a flat screen.,False,,intraoperative,cardiothoracic,,phantom,hmd_ost,3d,us,,volume_rendering,,tool_location,in_situ,markerless,False,,Cardiothoracic,HMD (Optical See-Through),3D,Volume Rendering,Markerless,Intraoperative,Phantom,Ultrasound,In-situ,,Tool Location
518,Muscas 2024,Heads-Up Micronavigation Reliability of Preoperative Transcranial Magnetic Stimulation Maps for the Motor Function: Comparison With Direct Cortical Stimulation.,clinical research,2024,2021-2026,This paper uses augmented microscope to visualize the TMS positive points find in pre-operative into intra-operative stage. The positive points are overlaid on the intra-operative surface. The registration of brain is done in a markerless method.,False,,intraoperative,neurosurgery,,patient,microscope,2d,mri|rgb,,no_post_processing,,tms_highlight,in_situ,markerless,False,,Neurosurgery,Microscope,2D,No Post-processing,Markerless,Intraoperative,Patient,"MRI, RGB Camera",In-situ,,Tms Highlight
449,Oh 2024,Navigating the Future of 3D Laparoscopic Liver Surgeries: Visualization of Internal Anatomy on Laparoscopic Images With Augmented Reality.,Surg Laparosc Endosc Percutan Tech,2024,2021-2026,"an augmented reality (AR) system that overlays preoperative 3D models onto laparoscopic images, offering crucial support for 3D visualization during laparoscopic liver surgeries.",False,,intraoperative,abdominal,,patient,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,True,occlusion,Abdominal,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Patient,CT,Off-situ,Occlusion,
368,Olexa 2024,The Apple Vision Pro as a Neurosurgical Planning Tool: A Case Report,Cureus,2024,2021-2026,Use apple vision pro visualize CT segmentation and do the planning,True,"Apple Vision Pro ""headset seems appropriate for presurgical planning and anatomical visualization. This new mixed-reality device will enable features and functionalities previously unavailable on earlier headsets. Despite the promise of this technology, it is imperative and expected that the device be rigorously assessed in both preclinical and clinical studies in order to improve upon the technology and further refine the role it can play in patient management.""",planning,neurosurgery,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,True,alpha_transparency,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,Alpha Transparency,
4691,Prabhakaran 2024,SurgiColab: Collaborative Mixed Reality for Enhanced Pre-Surgical Planning with 3D Anatomical Models,International Conference on Biomedical Engineering,2024,2021-2026,A surgical collaborative AR system for surgical planning. Focus on collaboration design,False,,planning,not_specified,,virtual,hmd_ost,3d,not_specified,,surface_modeling,,,off_situ,,,,Not Specified,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Virtual,Not Specified,Off-situ,,
103,R 2024,A Large-Scale Feasibility and Ethnography Study of Screen-based AR and 3D Visualization Tools for Anatomy Education: Exploring Gender Perspectives in Learning Experience,IEEE International Conference on Artificial Intelligence and eXtended and Virtual Reality,2024,2021-2026,presents two in-house solutions that use handheld tablets or screen-based AR to visualize 3D anatomy models for anatomy education.,,,education,education,,human_subject,multiple_devices,3d,,Synthetic,surface_modeling,,,inter_situ,,False,,Education,Multiple Devices,3D,Surface Modeling,,Education,Human Subject,,Inter-situ,,
705,Rieder 2024,Augmented Reality-Guided Extraction of Fully Impacted Lower Third Molars Based on Maxillofacial CBCT Scans.,Bioengineering (Basel),2024,2021-2026,"integrate an augmented reality (AR) image-guided surgery (IGS) system, based on preoperative cone beam computed tomography (CBCT) scans, into clinical practice.",True,the employed AR system offers the substantial advantage of transferring critical anatomical structures directly into the operation field and the surgeon’s view. This visualization technology may help to reduce risks associated with the operative procedure and increase the intraoperative imagining of the tooth position and its surrounding anatomical structures,intraoperative,oral_maxillofacial,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,markerless,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Patient,CT,In-situ,,
